{0000}	                     INN[6]
{0594}	MALLOW: Did he look something[12][12][1] ...like[12][12]...this?[0]
{0595}	[1]          Why, yes! Exactly![0]
{0596}	MALLOW: He's the one who took my[1] coin! Why didn't you stop him?[0]
{0597}	 Because I forgot my bazooka[1] at home! [12]Sheesh...[12][12][1] [12][12]Give me a break, here.[0]
{0598}	CROCO: Har, har! Youse mugs'll[1] NEVER catch me! A snail could[1] outrun YOU morons! Later![0]
{0599}	 Mario![1] I have something to report, sir.[0]
{0600}	 I saw him! He's here somewhere![1] He just zoomed past me a[1] second ago. Did you see him?[0]
{0601}	MALLOW: That's HIMMMMM![1] Hurry, Mario, let's get him![0]
{0602}	 Rain or shine,[1] I shall fulfill my duty.[0]
{0603}	 Rain or shine,[1] I shall fulfill my duty.[0]
{0604}	[1]   I'll remain here on the lookout![0]
{0605}	 So I guess Princess Toadstool[1] really WAS kidnapped by Bowser.[0]
{0606}	 You'll catch your death of cold![1] Come on, let's dry off.[0]
{0607}	 But I wanna play outside!![0]
{0608}	 Hey, what do you think[1] you're doing?![1] Get off of there this minute![0]
{0609}	 All right now, let's start again.[1] Go in FRONT of the counter[1] and talk to me.[0]
{0610}	 It's raining hammer handles and[1] pitchforks out there![0]
{0611}	 Hey, Mallow![1] What kept you?[1] I was starting to worry.[0]
{0612}	MALLOW: Wait until you hear this![1] You see[12][12]...[12]...[0]
{0613}	 Wait...I've already heard...[1] Old Frogfucius told me. He seems[1] to know EVERYTHING! Hold on.[0]
{0614}	MALLOW: Listen...[2] The truth of the matter is, well,[1][12] ...um...[12]the coin was stolen.[0]
{0615}	 WHAT?! [13][48]Well, if that's[1] the case, I guess we can't trade.[1] What a shame, huh?![0]
{0616}	MALLOW: Oh, but there's[1] no need to worry![1] Mario, here, will help us out![0]
{0617}	 'Zat so? Well, if Mario's on your[1] team, you'll have that coin back[1] in a jiffy![0]
{0618}	 Not so fast! Take this with you.[1] You'll probably need it.[0]
{0619}	[1]  Where do ya think everyone went?[0]
{0620}	 Well, gang, looks like we have[1] ourselves a new home![0]
{0621}	 We can bounce around all[1] day long! And there's no one[1] here who can stand in our way![0]
{0622}	 Yahoo![1] Let's bounce the night away![0]
{0623}	[1]          NOT SO FAST, PAL![0]
{0624}	 Look at him! Can't even bounce![1] Hey, maybe we could bounce ON[1] HIS HEAD!!!![0]
{0625}	MACK: Listen up, gang![2] These guys are gonna put[1] a stop to OUR party![2] Are we happy about this?![0]
{0626}	[1]         You're asking for IT![0]
{0627}	[1]       Ooh, you're gonna get it![0]
{0628}	 You picked the WRONG people[1] not to bounce with, bub![0]
{0629}	 How 'bout a fat lip to go with[1] that ugly mustache?![0]
{0630}	CHANCELLOR: Mario![0]
{0631}	 Once again, Mario to the rescue![5][6]
{0632}	[4][1]         But who WERE those...[0]
{0633}	TOAD: Chancellor![0]
{0634}	 Look! SCARY THINGS!![1] Get RID of them!![0]
{0635}	CHANCELLOR: First the Princess[1] and now THIS![1] It's just too much to bear.[0]
{0636}	 Mario! Please! You MUST[1] rescue the Princess, NOW![0]
{0637}	MALLOW: Mario![0]
{0638}	MALLOW: How about we ask my[1] Grandpa for help?...[5][6]
{0639}	[1] He knows...EVERYTHING![0]
{0640}	             Could Mack,[2]    the sword-like monster who[1]  crashed into Mushroom Kingdom,[1]    have anything to do with the[2]  Star Piece that Mario found...?[3]    Our heroes move on towards[1]          the Kero Sewers...[0]
{0641}	CHANCELLOR: Gracious![13][64][1] OH! It's YOU, Mario.[1] What a relief![0]
{0642}	MALLOW: Mario![1] I'm in your debt, too.[2] Let's head over to Grandpa's place[1] in Tadpole Pond. He can help![0]
{0643}	TOAD: Sir![1] Thank goodness you're all right![5][6]
{0644}	[1] Mario! So it was YOU who[1] got us through all of this![1] We owe much to you...![0]
{0645}	CHANCELLOR: Excuse me, but...[1] who are YOU?[0]
{0646}	MALLOW: Oh, hello![1] My name is Mallow. I'm from[1] Tadpole Pond...[0]
{0647}	CHANCELLOR: Well, any friend of[1] Mario's is welcome here in[1] Mushroom Kingdom.[5][6]
{0648}	[4] As I was saying, Mario, you[1] are our only hope![0]
{0649}	 Help!![0]
{0650}	 I'm guarding the Treasure Room.[1] Sorry, but you'll have to get the[1] Chancellor's permission to pass.[0]
{0651}	[1]         Hey, HEY! wrong way.[0]
{0652}	 Oh, I found this in the cellar.[1] Here, you can have it.[0]
{0653}	 Oh, I found this in the cellar.[1] Here, you can have it.[0]
{0654}	 Oh, I found this in the cellar.[1] Here, you can have it.[0]
{0655}	 I guard the vault.[1] No one takes our treasure![0]
{0656}	 That Vault...Guard![1] I come here to save him and[1] he runs into the next room![2] Well, so much for him.[0]
{0657}	[1]               I'm scared![0]
{0658}	 What ARE those things[1] out there, anyway?![0]
{0659}	 OH NO![1] The Chancellor's still in the[1] throne room![0]
{0660}	[1]  I'm too scared to pass by them![0]
{0661}	[1]             Trapped again![0]
{0662}	 Saved by Mario again! How could[1] I ever thank you enough?![0]
{0663}	 You're in one piece![0]
{0664}	TOAD: Thanks to Mario, of course![0]
{0665}	TOAD: What?! That's terrible![0]
{0666}	 But, with Mario around,[12]...[1] we're...[12]safe, right?[2] [7]  (You bet)[1] [7]  (I wouldn't be so sure)[0]
{0667}	TOAD: (gasping)...Mario..[1] I'm..sorry I'm...late. I was [1] caught up...in some business.[3] So, shall we head off to the[1] Chancellor's place now?[0]
{0668}	 That was TOO darn close.[1] Thanks for the hand, Mario.[0]
{0669}	 Hey! THAT'S the wallet the[1] crocodile swiped from me![1] Can I have it back?[2] [7]  (Sure)[1] [7]  (No way)[0]
{0670}	[4][1]     Why, you're as bad as he is![0]
{0671}	[4] Thank you so much! Here,[1] I'll give you this as a reward.[1] Go on now, take it.[0]
{0672}	 Hey, give me back my wallet![2] [7]  (All right, quit whining)[1] [7]  (NO WAY, Jose!)[0]
{0673}	 There's a lot of noise out there[1] today.[0]
{0674}	[1]               Oh, wow...![0]
{0675}	[1]     I'm shaken, but not stirred![0]
{0676}	 It's scary outside, so let's play[1] indoors, all right?[0]
{0677}	 It's so nice to see our young ones[1] having a good time![0]
{0678}	RAINI: Do you happen to know of[1] a good wedding chapel?[0]
{0679}	RAINI: I found the perfect place[1] for a wedding! But now we're all[1] stuck inside![0]
{0680}	[1]           Thank you, Mario![0]
{0681}	 I just can't get this meal to look[1] like the picture in my cookbook.[0]
{0682}	 You may NOT sleep in the Princess'[1] bed. Have you no manners?[0]
{0683}	MALLOW: Hey, mister![5][1] I got my coin back![0]
{0684}	 Oh! Well DONE, lad![1] Okay, here's the thing[1] I promised you...[0]
{0685}	 There! Make sure it doesn't get[1] stolen, eaten, or...whatever![1] Your Grandpa needs it, okay?[0]
{0686}	MALLOW: You bet![5][6]
{0687}	 Excuse me?![3] You want to...WHAT? How can[1] you shop at a time like this?![3] Just...take what you want and[1] leave some money behind...[0]
{0688}	 The Princess hasn't returned yet.[1] Can you imagine how the[2] Chancellor must feel?[0]
{0689}	 I'm shaken and stirred but still[1] standing.[0]
{0690}	 The Vault Guard better not be[1] goofing off while I'm cleaning[1] the guest room![0]
{0691}	 Thanks, Mario. I'll continue to[1] stand watch, but now EVERYONE[1] seems suspicious![2] By the way, look what I found.[0]
{0692}	[1]            Thanks, Mario![0]
{0693}	 Boing, boing, boing![1] Now THIS guy can JUMP![0]
{0694}	[1]     I can still jump the highest![0]
{0695}	 So, what did you find?[0]
{0696}	[1]            This way, please.[0]
{0697}	[1]     Hope my little brother is OK.[0]
{0698}	 There we go, now! Hey wait...[2] Hang on for a sec, okay?[0]
{0699}	TOAD: Please take this.[1] The Princess would be happy to[1] know you have something of hers.[0]
{0700}	            Gained 1 Flower![0]
{0701}	 Yeah, you're right...[1] I'm asking for too much...[0]
{0702}	TOAD: Good luck, Mario![1] Give 'em heck![0]
{0703}	[1]  But what about my son upstairs?[0]
{0704}	 Oops![13][48][1] I forgot all about him![0]
{0705}	[1]   I'm really worried about my son.[0]
{0706}	 Really, thank you so much for[1] EVERYTHING![0]
{0707}	 You're going to grow up to be just[1] like Mario, you hear?[0]
{0708}	[1]            This is not good![0]
{0709}	[1]    The mustachioed one is strong![0]
{0710}	[1]             Strong, YES![0]
{0711}	[1]       We MUST warn the boss![0]
{0712}	[1]                Come on!![0]
{0713}	[1]            Chop chop chop...[0]
{0714}	 Hurry and find the Princess![1] We're getting too stressed out![0]
{0715}	 The Princess' room is up ahead.[1] Don't you go snooping through[1] her things, though.[0]
{0716}	        Found Toadstool's ???[0]
{0717}	 Hey there!![1] What do you think you're doing?[0]
{0718}	 The Princess' room is up ahead.[1] Were you caught trying to steal[1] something?[2] [7]  (Are you kidding?!)[1] [7]  (How did you know?)[0]
{0719}	[4] You musn't lie.[1] I know what you've been up to.[0]
{0720}	[4] Honesty is one of your finest[1] qualities, Mario.[0]
{0721}	 I'll give you this in exchange.[1] Just leave everything[1] where it was![0]
{0722}	 Let's refrain from searching[1] through other peoples' things![0]
{0723}	 It doesn't seem like the Princess[1] is THAT far away.[1] I can almost feel her presence.[0]
{0724}	 Was the Princess kidnapped by[1] those THINGS outside?[1] Are THEY a part of this?[0]
{0725}	 Help the people in the castle, and[1] they just might help you![0]
{0726}	 Trample the monsters![1] Smash 'em all! It'll do ya good.[2] Trust me[5]...on THIS ONE.[0]
{0727}	[1]    Thanks for saving my brother.[0]
{0728}	[1] Mario, thank you so much![2] Grandpa will be delighted![0]
{0729}	 EEK! There are...THINGS[1] in our kitchen. HELP!!!![0]
{0730}	[1] Here's a little token of my[1] appreciation![0]
{0731}	 The Princess is back![1] I humble myself before you![0]
{0732}	TOADSTOOL: Good luck, Mario![0]
{0733}	TOADSTOOL: Grandma,...[1] thanks for putting up with all my[1] selfish demands.[0]
{0734}	TOADSTOOL: Mario's beside me![1] Everything's going to be all right.[1] So don't worry, OK?[0]
{0735}	 I feel like I'm growing younger[1] just talking with you people![0]
{0736}	 Mario, HELP!![0]
{0737}	 Mwa ha ha...hey Mario![1] I'll be taking care of[1] Princess Toadstool now.[0]
{0738}	 Boing, boing...[2] SUPER JUMP ATTACK!![0]
{0739}	 Guwa ha! You think you can hurt[1] me with your childish pranks?![0]
{0740}	 Attention, Toadstool! You're[1] comin' with ME! Zip your lip![0]
{0741}	 HELP!!! HAAALP!!! Somebody,[1] please HELP me!!![0]
{0742}	 HAAAAL...[12]...[12][0]
{0743}	 Oh my gosh![0]
{0744}	 It's...[12]...Ma...[12]Ma...[12]...[0]
{0745}	[4] Mom![13][48][1] Mom, look, we have a... GUEST![0]
{0746}	 Yes, dear, I hear you...[1] Hello th[12]...[12]ere...[1] Why...aren't you Mario![0]
{0747}	 For real?![0]
{0748}	 Well, you have the hat...[1] AND the funky 'stache...![1] Are you really Mario?![2] [7]  (You betcha!)[1] [7]  (Wrong number!)[0]
{0749}	 Well, you have the hat...[1] AND the funky 'stache...![1] Are you really Mario?![2] [7]  (You betcha!)[1] [7]  (Wrong number!)[0]
{0750}	[4] How do I know it's you?[1] You might just be pulling my leg![2] Show me! PROVE IT![6]
{0751}	[4] All right!![2] Hey Mario, wanna play with me?[1] I'm playing “Save the world!”[0]
{0752}	[4] Awwww, you're a fake.[2] Well, you'll have to do...[2] Let's play my[12]...[12]“Geno” game![0]
{0753}	GAZ: YES!![1] “Mario” just bought the farm, so[1] um...you can be “Bowser”...[2] I'll be “Geno,” okay?[0]
{0754}	GAZ: Ready?[1] Let's play from where I left off![5][6]
{0755}	GAZ: Ooh, scary![1] But just watch ME![0]
{0756}	 Now, Gaz...![1] Mario might be a little tired, dear.[0]
{0757}	GAZ: Awwww, come on, mom![1] YOU never play with me!...[1] It's no fun playing alone.[0]
{0758}	 Oh dear[12]...Mario, I hate to [1] ask, but... Could you play [1] with Gaz for a little while?[0]
{0759}	[1] All set?[0]
{0760}	GAZ: Better watch out, Bowser,[1] cause Geno's gonna blow you away![1] TAKE THIS![0]
{0761}	GAZ: Your turn, Bowser![0]
{0762}	GAZ: Owwww...Oh no, if he keeps[1] this up, I'm finished![1] All right, you asked for it![0]
{0763}	 The super duper...[2] Custom, patented, one and only...[1] SHOOTING STAR SHOT!![0]
{0764}	GAZ: Oops...[12][1] I...[12]uh...[12]I think I...missed.[0]
{0765}	 Oh dear, oh my![1] Mario, are you all right?[0]
{0766}	 Hi Mario. Staying for a nap?[2] [7]  (Sure)[1] [7]  (Maybe next time)[0]
{0767}	[4] Don't worry. It's on the house.[1] I mean, you were so kind to Gaz.[0]
{0768}	[4][1]    Stop by anytime now, you hear?[0]
{0769}	GAZ: Mom! You'll never believe[1] what I just saw...[0]
{0770}	GAZ: It was amazing, mom![1] [5]I just saw Geno walk[1] into the forest! Neat, huh?[0]
{0771}	 Yes, dear. That's nice, dear...[1] And isn't Geno the one who broke[1] my lamp the other day?[0]
{0772}	GAZ: Awww, ma, that was just,[1] well, you know...[1] Now THIS WAS REAL![0]
{0773}	 I SWEAR, Mom, REALLY![1] It's true! I SAW HIM outside![0]
{0774}	 All right, Gaz, let's hear it![1] What are you trying to get out of[1] this time, hmmm?[0]
{0775}	GAZ: Mom, I didn't DO anything.[1] I really, TRULY saw Geno walking[1] into the forest![0]
{0776}	 Mario! How are we feeling?[2] [7]  (Like a new man!)[1] [7]  (Need coffee. Keep away.)[0]
{0777}	 Well, that's good to hear.[1] Thank you so much for spending[1] time with Gaz.[2] He just loved it![0]
{0778}	 Yes, you look awful![1] Why don't you rest some more?[0]
{0779}	GAZ: S...Sorry if I hurt you![1] But...what would Geno want[1] in the forest?[0]
{0780}	GAZ: Sorry I knocked you down[1] a while ago.[3] Geno...doesn't know his own[1] strength![0]
{0781}	GAZ: Oh NO![0]
{0782}	[1]     Oh! This boy is IMPOSSIBLE![0]
{0783}	 There's a stairway that leads[1] to my house, but my son's been[1] playing with the controls again![3] Mario, only you could jump up[1] there!  Please...help me get back[1] up to my house![0]
{0784}	 I wanna go someplace fun![1] Standing around here[1] is soooo bo-oring![0]
{0785}	[1]                  OUCH![0]
{0786}	[1]                 Be quiet![0]
{0787}	 See, arrows come flying out[1] from the forest...and when you're[1] hit, you can't move! See, look![2] I can't move a muscle. Now I know[1] how a scarecrow feels![0]
{0788}	 Since the day a shooting star fell[1] into the forest, arrows have been[1] showering our town![0]
{0789}	 I tell you, it's scary out here, but[1] someone's got to pump the water.[0]
{0790}	 My husband still hasn't come back![1] I wonder what's keeping him?[0]
{0791}	 Thanks a million, Mario![1] Say[12][12],...[12][12]were my treasures OK?[2] [7]  (They sure were)[1] [7]  (I wouldn't say so)[0]
{0792}	 Thanks a million, Mario![1] Say[12][12],...[12][12]were my treasures OK?[2] [7]  (They sure were)[1] [7]  (I wouldn't say so)[0]
{0793}	 Say[12][12],...[12][12]were my treasures OK?[2] [7]  (They sure were)[1] [7]  (I wouldn't say so)[0]
{0794}	 Oh! That's great news![1] What a relief![0]
{0795}	 WHAT?! THEY'RE GONE?![1] MARIO, you're the only one who[1] can reach THEM![2] [7]  (Sorry, I got carried away)[1] [7]  (I don't know anything)[0]
{0796}	[1]             You're kidding!![0]
{0797}	[1]            They're just fine.[0]
{0798}	[4] Oh, well...[13][64][1] ...since we didn't get hit by any[1] arrows, I'll tell you a secret.[3] Enter the forest. When you hit an[1] area with 4 paths, go left, left,[1] straight, right- in that order.[2] You'll surely find something [5]NICE.[0]
{0799}	[1] ...since we didn't get hit by any[1] arrows, I'll tell you a secret.[3] Enter the forest. When you hit an[1] area with 4 paths, go left, left,[1] straight, right- in that order.[2] You'll surely find something [5]NICE.[0]
{0800}	 Enter the forest. When you hit an[1] area with 4 paths, go left, left,[1] straight, right- in that order.[2] You'll surely find something [5]NICE.[0]
